text,href,url
"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/journal/216/volumes-and-issues/415-21
"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/journal/216/volumes-and-issues/415-20
"August 2023, issue 19",/journal/216/volumes-and-issues/415-19,https://link.springer.com/journal/216/volumes-and-issues/415-19
"July 2023, issue 18",/journal/216/volumes-and-issues/415-18,https://link.springer.com/journal/216/volumes-and-issues/415-18
"July 2023, issue 17",/journal/216/volumes-and-issues/415-17,https://link.springer.com/journal/216/volumes-and-issues/415-17
"July 2023, issue 16",/journal/216/volumes-and-issues/415-16,https://link.springer.com/journal/216/volumes-and-issues/415-16
"June 2023, issue 15",/journal/216/volumes-and-issues/415-15,https://link.springer.com/journal/216/volumes-and-issues/415-15
"June 2023, issue 14",/journal/216/volumes-and-issues/415-14,https://link.springer.com/journal/216/volumes-and-issues/415-14
"May 2023, issue 13",/journal/216/volumes-and-issues/415-13,https://link.springer.com/journal/216/volumes-and-issues/415-13
"May 2023, issue 12",/journal/216/volumes-and-issues/415-12,https://link.springer.com/journal/216/volumes-and-issues/415-12
"May 2023, issue 11",/journal/216/volumes-and-issues/415-11,https://link.springer.com/journal/216/volumes-and-issues/415-11
"April 2023, issue 10",/journal/216/volumes-and-issues/415-10,https://link.springer.com/journal/216/volumes-and-issues/415-10
"April 2023, issue 9",/journal/216/volumes-and-issues/415-9,https://link.springer.com/journal/216/volumes-and-issues/415-9
"March 2023, issue 8",/journal/216/volumes-and-issues/415-8,https://link.springer.com/journal/216/volumes-and-issues/415-8
"March 2023, issue 7",/journal/216/volumes-and-issues/415-7,https://link.springer.com/journal/216/volumes-and-issues/415-7
"March 2023, issue 6",/journal/216/volumes-and-issues/415-6,https://link.springer.com/journal/216/volumes-and-issues/415-6
"February 2023, issue 5",/journal/216/volumes-and-issues/415-5,https://link.springer.com/journal/216/volumes-and-issues/415-5
"February 2023, issue 4",/journal/216/volumes-and-issues/415-4,https://link.springer.com/journal/216/volumes-and-issues/415-4
"January 2023, issue 3",/journal/216/volumes-and-issues/415-3,https://link.springer.com/journal/216/volumes-and-issues/415-3
"January 2023, issue 2",/journal/216/volumes-and-issues/415-2,https://link.springer.com/journal/216/volumes-and-issues/415-2
"January 2023, issue 1",/journal/216/volumes-and-issues/415-1,https://link.springer.com/journal/216/volumes-and-issues/415-1
"December 2022, issue 29-30",/journal/216/volumes-and-issues/414-29,https://link.springer.com/journal/216/volumes-and-issues/414-29
"November 2022, issue 28",/journal/216/volumes-and-issues/414-28,https://link.springer.com/journal/216/volumes-and-issues/414-28
"November 2022, issue 27",/journal/216/volumes-and-issues/414-27,https://link.springer.com/journal/216/volumes-and-issues/414-27
"November 2022, issue 26",/journal/216/volumes-and-issues/414-26,https://link.springer.com/journal/216/volumes-and-issues/414-26
"October 2022, issue 25",/journal/216/volumes-and-issues/414-25,https://link.springer.com/journal/216/volumes-and-issues/414-25
"October 2022, issue 24",/journal/216/volumes-and-issues/414-24,https://link.springer.com/journal/216/volumes-and-issues/414-24
"September 2022, issue 23",/journal/216/volumes-and-issues/414-23,https://link.springer.com/journal/216/volumes-and-issues/414-23
"September 2022, issue 22",/journal/216/volumes-and-issues/414-22,https://link.springer.com/journal/216/volumes-and-issues/414-22
"September 2022, issue 21",/journal/216/volumes-and-issues/414-21,https://link.springer.com/journal/216/volumes-and-issues/414-21
"August 2022, issue 20",/journal/216/volumes-and-issues/414-20,https://link.springer.com/journal/216/volumes-and-issues/414-20
"August 2022, issue 19",/journal/216/volumes-and-issues/414-19,https://link.springer.com/journal/216/volumes-and-issues/414-19
"July 2022, issue 18",/journal/216/volumes-and-issues/414-18,https://link.springer.com/journal/216/volumes-and-issues/414-18
"July 2022, issue 17",/journal/216/volumes-and-issues/414-17,https://link.springer.com/journal/216/volumes-and-issues/414-17
"July 2022, issue 16",/journal/216/volumes-and-issues/414-16,https://link.springer.com/journal/216/volumes-and-issues/414-16
"June 2022, issue 15",/journal/216/volumes-and-issues/414-15,https://link.springer.com/journal/216/volumes-and-issues/414-15
"June 2022, issue 14",/journal/216/volumes-and-issues/414-14,https://link.springer.com/journal/216/volumes-and-issues/414-14
"May 2022, issue 13",/journal/216/volumes-and-issues/414-13,https://link.springer.com/journal/216/volumes-and-issues/414-13
"May 2022, issue 12",/journal/216/volumes-and-issues/414-12,https://link.springer.com/journal/216/volumes-and-issues/414-12
"May 2022, issue 11",/journal/216/volumes-and-issues/414-11,https://link.springer.com/journal/216/volumes-and-issues/414-11
"April 2022, issue 10",/journal/216/volumes-and-issues/414-10,https://link.springer.com/journal/216/volumes-and-issues/414-10
"April 2022, issue 9",/journal/216/volumes-and-issues/414-9,https://link.springer.com/journal/216/volumes-and-issues/414-9
"March 2022, issue 8",/journal/216/volumes-and-issues/414-8,https://link.springer.com/journal/216/volumes-and-issues/414-8
"March 2022, issue 7",/journal/216/volumes-and-issues/414-7,https://link.springer.com/journal/216/volumes-and-issues/414-7
"March 2022, issue 6",/journal/216/volumes-and-issues/414-6,https://link.springer.com/journal/216/volumes-and-issues/414-6
"February 2022, issue 5",/journal/216/volumes-and-issues/414-5,https://link.springer.com/journal/216/volumes-and-issues/414-5
"February 2022, issue 4",/journal/216/volumes-and-issues/414-4,https://link.springer.com/journal/216/volumes-and-issues/414-4
"January 2022, issue 3",/journal/216/volumes-and-issues/414-3,https://link.springer.com/journal/216/volumes-and-issues/414-3
"January 2022, issue 2",/journal/216/volumes-and-issues/414-2,https://link.springer.com/journal/216/volumes-and-issues/414-2
"January 2022, issue 1",/journal/216/volumes-and-issues/414-1,https://link.springer.com/journal/216/volumes-and-issues/414-1
"December 2021, issue 30",/journal/216/volumes-and-issues/413-30,https://link.springer.com/journal/216/volumes-and-issues/413-30
"December 2021, issue 29",/journal/216/volumes-and-issues/413-29,https://link.springer.com/journal/216/volumes-and-issues/413-29
"November 2021, issue 28",/journal/216/volumes-and-issues/413-28,https://link.springer.com/journal/216/volumes-and-issues/413-28
"November 2021, issue 27",/journal/216/volumes-and-issues/413-27,https://link.springer.com/journal/216/volumes-and-issues/413-27
"November 2021, issue 26",/journal/216/volumes-and-issues/413-26,https://link.springer.com/journal/216/volumes-and-issues/413-26
"October 2021, issue 25",/journal/216/volumes-and-issues/413-25,https://link.springer.com/journal/216/volumes-and-issues/413-25
"October 2021, issue 24",/journal/216/volumes-and-issues/413-24,https://link.springer.com/journal/216/volumes-and-issues/413-24
"September 2021, issue 23",/journal/216/volumes-and-issues/413-23,https://link.springer.com/journal/216/volumes-and-issues/413-23
"September 2021, issue 22",/journal/216/volumes-and-issues/413-22,https://link.springer.com/journal/216/volumes-and-issues/413-22
"September 2021, issue 21",/journal/216/volumes-and-issues/413-21,https://link.springer.com/journal/216/volumes-and-issues/413-21
"August 2021, issue 20",/journal/216/volumes-and-issues/413-20,https://link.springer.com/journal/216/volumes-and-issues/413-20
"August 2021, issue 19",/journal/216/volumes-and-issues/413-19,https://link.springer.com/journal/216/volumes-and-issues/413-19
"July 2021, issue 18",/journal/216/volumes-and-issues/413-18,https://link.springer.com/journal/216/volumes-and-issues/413-18
"July 2021, issue 17",/journal/216/volumes-and-issues/413-17,https://link.springer.com/journal/216/volumes-and-issues/413-17
"July 2021, issue 16",/journal/216/volumes-and-issues/413-16,https://link.springer.com/journal/216/volumes-and-issues/413-16
"June 2021, issue 15",/journal/216/volumes-and-issues/413-15,https://link.springer.com/journal/216/volumes-and-issues/413-15
"June 2021, issue 14",/journal/216/volumes-and-issues/413-14,https://link.springer.com/journal/216/volumes-and-issues/413-14
"May 2021, issue 13",/journal/216/volumes-and-issues/413-13,https://link.springer.com/journal/216/volumes-and-issues/413-13
"May 2021, issue 12",/journal/216/volumes-and-issues/413-12,https://link.springer.com/journal/216/volumes-and-issues/413-12
"May 2021, issue 11",/journal/216/volumes-and-issues/413-11,https://link.springer.com/journal/216/volumes-and-issues/413-11
"April 2021, issue 10",/journal/216/volumes-and-issues/413-10,https://link.springer.com/journal/216/volumes-and-issues/413-10
"April 2021, issue 9",/journal/216/volumes-and-issues/413-9,https://link.springer.com/journal/216/volumes-and-issues/413-9
"March 2021, issue 8",/journal/216/volumes-and-issues/413-8,https://link.springer.com/journal/216/volumes-and-issues/413-8
"March 2021, issue 7",/journal/216/volumes-and-issues/413-7,https://link.springer.com/journal/216/volumes-and-issues/413-7
"March 2021, issue 6",/journal/216/volumes-and-issues/413-6,https://link.springer.com/journal/216/volumes-and-issues/413-6
"February 2021, issue 5",/journal/216/volumes-and-issues/413-5,https://link.springer.com/journal/216/volumes-and-issues/413-5
"February 2021, issue 4",/journal/216/volumes-and-issues/413-4,https://link.springer.com/journal/216/volumes-and-issues/413-4
"January 2021, issue 3",/journal/216/volumes-and-issues/413-3,https://link.springer.com/journal/216/volumes-and-issues/413-3
"January 2021, issue 2",/journal/216/volumes-and-issues/413-2,https://link.springer.com/journal/216/volumes-and-issues/413-2
"January 2021, issue 1",/journal/216/volumes-and-issues/413-1,https://link.springer.com/journal/216/volumes-and-issues/413-1
"December 2020, issue 30",/journal/216/volumes-and-issues/412-30,https://link.springer.com/journal/216/volumes-and-issues/412-30
"November 2020, issue 29",/journal/216/volumes-and-issues/412-29,https://link.springer.com/journal/216/volumes-and-issues/412-29
"November 2020, issue 28",/journal/216/volumes-and-issues/412-28,https://link.springer.com/journal/216/volumes-and-issues/412-28
"November 2020, issue 27",/journal/216/volumes-and-issues/412-27,https://link.springer.com/journal/216/volumes-and-issues/412-27
"October 2020, issue 26",/journal/216/volumes-and-issues/412-26,https://link.springer.com/journal/216/volumes-and-issues/412-26
"October 2020, issue 25",/journal/216/volumes-and-issues/412-25,https://link.springer.com/journal/216/volumes-and-issues/412-25
"September 2020, issue 24",/journal/216/volumes-and-issues/412-24,https://link.springer.com/journal/216/volumes-and-issues/412-24
"September 2020, issue 23",/journal/216/volumes-and-issues/412-23,https://link.springer.com/journal/216/volumes-and-issues/412-23
"September 2020, issue 22",/journal/216/volumes-and-issues/412-22,https://link.springer.com/journal/216/volumes-and-issues/412-22
"August 2020, issue 21",/journal/216/volumes-and-issues/412-21,https://link.springer.com/journal/216/volumes-and-issues/412-21
"August 2020, issue 20",/journal/216/volumes-and-issues/412-20,https://link.springer.com/journal/216/volumes-and-issues/412-20
"July 2020, issue 19",/journal/216/volumes-and-issues/412-19,https://link.springer.com/journal/216/volumes-and-issues/412-19
"July 2020, issue 18",/journal/216/volumes-and-issues/412-18,https://link.springer.com/journal/216/volumes-and-issues/412-18
"July 2020, issue 17",/journal/216/volumes-and-issues/412-17,https://link.springer.com/journal/216/volumes-and-issues/412-17
"June 2020, issue 16",/journal/216/volumes-and-issues/412-16,https://link.springer.com/journal/216/volumes-and-issues/412-16
"June 2020, issue 15",/journal/216/volumes-and-issues/412-15,https://link.springer.com/journal/216/volumes-and-issues/412-15
"May 2020, issue 14",/journal/216/volumes-and-issues/412-14,https://link.springer.com/journal/216/volumes-and-issues/412-14
"May 2020, issue 13",/journal/216/volumes-and-issues/412-13,https://link.springer.com/journal/216/volumes-and-issues/412-13
"May 2020, issue 12",/journal/216/volumes-and-issues/412-12,https://link.springer.com/journal/216/volumes-and-issues/412-12
"April 2020, issue 11",/journal/216/volumes-and-issues/412-11,https://link.springer.com/journal/216/volumes-and-issues/412-11
"April 2020, issue 10",/journal/216/volumes-and-issues/412-10,https://link.springer.com/journal/216/volumes-and-issues/412-10
"April 2020, issue 9",/journal/216/volumes-and-issues/412-9,https://link.springer.com/journal/216/volumes-and-issues/412-9
"March 2020, issue 8",/journal/216/volumes-and-issues/412-8,https://link.springer.com/journal/216/volumes-and-issues/412-8
"March 2020, issue 7",/journal/216/volumes-and-issues/412-7,https://link.springer.com/journal/216/volumes-and-issues/412-7
"February 2020, issue 6",/journal/216/volumes-and-issues/412-6,https://link.springer.com/journal/216/volumes-and-issues/412-6
"February 2020, issue 5",/journal/216/volumes-and-issues/412-5,https://link.springer.com/journal/216/volumes-and-issues/412-5
"February 2020, issue 4",/journal/216/volumes-and-issues/412-4,https://link.springer.com/journal/216/volumes-and-issues/412-4
"January 2020, issue 3",/journal/216/volumes-and-issues/412-3,https://link.springer.com/journal/216/volumes-and-issues/412-3
"January 2020, issue 2",/journal/216/volumes-and-issues/412-2,https://link.springer.com/journal/216/volumes-and-issues/412-2
"January 2020, issue 1",/journal/216/volumes-and-issues/412-1,https://link.springer.com/journal/216/volumes-and-issues/412-1
"December 2019, issue 30",/journal/216/volumes-and-issues/411-30,https://link.springer.com/journal/216/volumes-and-issues/411-30
"November 2019, issue 29",/journal/216/volumes-and-issues/411-29,https://link.springer.com/journal/216/volumes-and-issues/411-29
"November 2019, issue 28",/journal/216/volumes-and-issues/411-28,https://link.springer.com/journal/216/volumes-and-issues/411-28
"November 2019, issue 27",/journal/216/volumes-and-issues/411-27,https://link.springer.com/journal/216/volumes-and-issues/411-27
"October 2019, issue 26",/journal/216/volumes-and-issues/411-26,https://link.springer.com/journal/216/volumes-and-issues/411-26
"October 2019, issue 25",/journal/216/volumes-and-issues/411-25,https://link.springer.com/journal/216/volumes-and-issues/411-25
"September 2019, issue 24",/journal/216/volumes-and-issues/411-24,https://link.springer.com/journal/216/volumes-and-issues/411-24
"September 2019, issue 23",/journal/216/volumes-and-issues/411-23,https://link.springer.com/journal/216/volumes-and-issues/411-23
"September 2019, issue 22",/journal/216/volumes-and-issues/411-22,https://link.springer.com/journal/216/volumes-and-issues/411-22
"August 2019, issue 21",/journal/216/volumes-and-issues/411-21,https://link.springer.com/journal/216/volumes-and-issues/411-21
"August 2019, issue 20",/journal/216/volumes-and-issues/411-20,https://link.springer.com/journal/216/volumes-and-issues/411-20
"July 2019, issue 19",/journal/216/volumes-and-issues/411-19,https://link.springer.com/journal/216/volumes-and-issues/411-19
"July 2019, issue 18",/journal/216/volumes-and-issues/411-18,https://link.springer.com/journal/216/volumes-and-issues/411-18
"July 2019, issue 17",/journal/216/volumes-and-issues/411-17,https://link.springer.com/journal/216/volumes-and-issues/411-17
"June 2019, issue 16",/journal/216/volumes-and-issues/411-16,https://link.springer.com/journal/216/volumes-and-issues/411-16
"June 2019, issue 15",/journal/216/volumes-and-issues/411-15,https://link.springer.com/journal/216/volumes-and-issues/411-15
"May 2019, issue 14",/journal/216/volumes-and-issues/411-14,https://link.springer.com/journal/216/volumes-and-issues/411-14
"May 2019, issue 13",/journal/216/volumes-and-issues/411-13,https://link.springer.com/journal/216/volumes-and-issues/411-13
"May 2019, issue 12",/journal/216/volumes-and-issues/411-12,https://link.springer.com/journal/216/volumes-and-issues/411-12
"April 2019, issue 11",/journal/216/volumes-and-issues/411-11,https://link.springer.com/journal/216/volumes-and-issues/411-11
"April 2019, issue 10",/journal/216/volumes-and-issues/411-10,https://link.springer.com/journal/216/volumes-and-issues/411-10
"March 2019, issue 9",/journal/216/volumes-and-issues/411-9,https://link.springer.com/journal/216/volumes-and-issues/411-9
"March 2019, issue 8",/journal/216/volumes-and-issues/411-8,https://link.springer.com/journal/216/volumes-and-issues/411-8
"March 2019, issue 7",/journal/216/volumes-and-issues/411-7,https://link.springer.com/journal/216/volumes-and-issues/411-7
"February 2019, issue 6",/journal/216/volumes-and-issues/411-6,https://link.springer.com/journal/216/volumes-and-issues/411-6
"February 2019, issue 5",/journal/216/volumes-and-issues/411-5,https://link.springer.com/journal/216/volumes-and-issues/411-5
"February 2019, issue 4",/journal/216/volumes-and-issues/411-4,https://link.springer.com/journal/216/volumes-and-issues/411-4
"January 2019, issue 3",/journal/216/volumes-and-issues/411-3,https://link.springer.com/journal/216/volumes-and-issues/411-3
"January 2019, issue 2",/journal/216/volumes-and-issues/411-2,https://link.springer.com/journal/216/volumes-and-issues/411-2
"January 2019, issue 1",/journal/216/volumes-and-issues/411-1,https://link.springer.com/journal/216/volumes-and-issues/411-1
"December 2018, issue 30",/journal/216/volumes-and-issues/410-30,https://link.springer.com/journal/216/volumes-and-issues/410-30
"November 2018, issue 29",/journal/216/volumes-and-issues/410-29,https://link.springer.com/journal/216/volumes-and-issues/410-29
"November 2018, issue 28",/journal/216/volumes-and-issues/410-28,https://link.springer.com/journal/216/volumes-and-issues/410-28
"November 2018, issue 27",/journal/216/volumes-and-issues/410-27,https://link.springer.com/journal/216/volumes-and-issues/410-27
"October 2018, issue 26",/journal/216/volumes-and-issues/410-26,https://link.springer.com/journal/216/volumes-and-issues/410-26
"October 2018, issue 25",/journal/216/volumes-and-issues/410-25,https://link.springer.com/journal/216/volumes-and-issues/410-25
"September 2018, issue 24",/journal/216/volumes-and-issues/410-24,https://link.springer.com/journal/216/volumes-and-issues/410-24
"September 2018, issue 23",/journal/216/volumes-and-issues/410-23,https://link.springer.com/journal/216/volumes-and-issues/410-23
"September 2018, issue 22",/journal/216/volumes-and-issues/410-22,https://link.springer.com/journal/216/volumes-and-issues/410-22
"August 2018, issue 21",/journal/216/volumes-and-issues/410-21,https://link.springer.com/journal/216/volumes-and-issues/410-21
"August 2018, issue 20",/journal/216/volumes-and-issues/410-20,https://link.springer.com/journal/216/volumes-and-issues/410-20
"July 2018, issue 19",/journal/216/volumes-and-issues/410-19,https://link.springer.com/journal/216/volumes-and-issues/410-19
"July 2018, issue 18",/journal/216/volumes-and-issues/410-18,https://link.springer.com/journal/216/volumes-and-issues/410-18
"July 2018, issue 17",/journal/216/volumes-and-issues/410-17,https://link.springer.com/journal/216/volumes-and-issues/410-17
"June 2018, issue 16",/journal/216/volumes-and-issues/410-16,https://link.springer.com/journal/216/volumes-and-issues/410-16
"June 2018, issue 15",/journal/216/volumes-and-issues/410-15,https://link.springer.com/journal/216/volumes-and-issues/410-15
"May 2018, issue 14",/journal/216/volumes-and-issues/410-14,https://link.springer.com/journal/216/volumes-and-issues/410-14
"May 2018, issue 13",/journal/216/volumes-and-issues/410-13,https://link.springer.com/journal/216/volumes-and-issues/410-13
"May 2018, issue 12",/journal/216/volumes-and-issues/410-12,https://link.springer.com/journal/216/volumes-and-issues/410-12
"April 2018, issue 11",/journal/216/volumes-and-issues/410-11,https://link.springer.com/journal/216/volumes-and-issues/410-11
"April 2018, issue 10",/journal/216/volumes-and-issues/410-10,https://link.springer.com/journal/216/volumes-and-issues/410-10
"March 2018, issue 9",/journal/216/volumes-and-issues/410-9,https://link.springer.com/journal/216/volumes-and-issues/410-9
"March 2018, issue 8",/journal/216/volumes-and-issues/410-8,https://link.springer.com/journal/216/volumes-and-issues/410-8
"March 2018, issue 7",/journal/216/volumes-and-issues/410-7,https://link.springer.com/journal/216/volumes-and-issues/410-7
"February 2018, issue 6",/journal/216/volumes-and-issues/410-6,https://link.springer.com/journal/216/volumes-and-issues/410-6
"February 2018, issue 5",/journal/216/volumes-and-issues/410-5,https://link.springer.com/journal/216/volumes-and-issues/410-5
"February 2018, issue 4",/journal/216/volumes-and-issues/410-4,https://link.springer.com/journal/216/volumes-and-issues/410-4
"January 2018, issue 3",/journal/216/volumes-and-issues/410-3,https://link.springer.com/journal/216/volumes-and-issues/410-3
"January 2018, issue 2",/journal/216/volumes-and-issues/410-2,https://link.springer.com/journal/216/volumes-and-issues/410-2
"January 2018, issue 1",/journal/216/volumes-and-issues/410-1,https://link.springer.com/journal/216/volumes-and-issues/410-1
"December 2017, issue 30",/journal/216/volumes-and-issues/409-30,https://link.springer.com/journal/216/volumes-and-issues/409-30
"November 2017, issue 29",/journal/216/volumes-and-issues/409-29,https://link.springer.com/journal/216/volumes-and-issues/409-29
"November 2017, issue 28",/journal/216/volumes-and-issues/409-28,https://link.springer.com/journal/216/volumes-and-issues/409-28
"November 2017, issue 27",/journal/216/volumes-and-issues/409-27,https://link.springer.com/journal/216/volumes-and-issues/409-27
"October 2017, issue 26",/journal/216/volumes-and-issues/409-26,https://link.springer.com/journal/216/volumes-and-issues/409-26
"October 2017, issue 25",/journal/216/volumes-and-issues/409-25,https://link.springer.com/journal/216/volumes-and-issues/409-25
"September 2017, issue 24",/journal/216/volumes-and-issues/409-24,https://link.springer.com/journal/216/volumes-and-issues/409-24
"September 2017, issue 23",/journal/216/volumes-and-issues/409-23,https://link.springer.com/journal/216/volumes-and-issues/409-23
"September 2017, issue 22",/journal/216/volumes-and-issues/409-22,https://link.springer.com/journal/216/volumes-and-issues/409-22
"August 2017, issue 21",/journal/216/volumes-and-issues/409-21,https://link.springer.com/journal/216/volumes-and-issues/409-21
"August 2017, issue 20",/journal/216/volumes-and-issues/409-20,https://link.springer.com/journal/216/volumes-and-issues/409-20
"July 2017, issue 19",/journal/216/volumes-and-issues/409-19,https://link.springer.com/journal/216/volumes-and-issues/409-19
"July 2017, issue 18",/journal/216/volumes-and-issues/409-18,https://link.springer.com/journal/216/volumes-and-issues/409-18
"July 2017, issue 17",/journal/216/volumes-and-issues/409-17,https://link.springer.com/journal/216/volumes-and-issues/409-17
"June 2017, issue 16",/journal/216/volumes-and-issues/409-16,https://link.springer.com/journal/216/volumes-and-issues/409-16
"June 2017, issue 15",/journal/216/volumes-and-issues/409-15,https://link.springer.com/journal/216/volumes-and-issues/409-15
"May 2017, issue 14",/journal/216/volumes-and-issues/409-14,https://link.springer.com/journal/216/volumes-and-issues/409-14
"May 2017, issue 13",/journal/216/volumes-and-issues/409-13,https://link.springer.com/journal/216/volumes-and-issues/409-13
"May 2017, issue 12",/journal/216/volumes-and-issues/409-12,https://link.springer.com/journal/216/volumes-and-issues/409-12
"April 2017, issue 11",/journal/216/volumes-and-issues/409-11,https://link.springer.com/journal/216/volumes-and-issues/409-11
"April 2017, issue 10",/journal/216/volumes-and-issues/409-10,https://link.springer.com/journal/216/volumes-and-issues/409-10
"March 2017, issue 9",/journal/216/volumes-and-issues/409-9,https://link.springer.com/journal/216/volumes-and-issues/409-9
"March 2017, issue 8",/journal/216/volumes-and-issues/409-8,https://link.springer.com/journal/216/volumes-and-issues/409-8
"March 2017, issue 7",/journal/216/volumes-and-issues/409-7,https://link.springer.com/journal/216/volumes-and-issues/409-7
"February 2017, issue 6",/journal/216/volumes-and-issues/409-6,https://link.springer.com/journal/216/volumes-and-issues/409-6
"February 2017, issue 5",/journal/216/volumes-and-issues/409-5,https://link.springer.com/journal/216/volumes-and-issues/409-5
"February 2017, issue 4",/journal/216/volumes-and-issues/409-4,https://link.springer.com/journal/216/volumes-and-issues/409-4
"January 2017, issue 3",/journal/216/volumes-and-issues/409-3,https://link.springer.com/journal/216/volumes-and-issues/409-3
"January 2017, issue 2",/journal/216/volumes-and-issues/409-2,https://link.springer.com/journal/216/volumes-and-issues/409-2
"January 2017, issue 1",/journal/216/volumes-and-issues/409-1,https://link.springer.com/journal/216/volumes-and-issues/409-1
"December 2016, issue 30",/journal/216/volumes-and-issues/408-30,https://link.springer.com/journal/216/volumes-and-issues/408-30
"November 2016, issue 29",/journal/216/volumes-and-issues/408-29,https://link.springer.com/journal/216/volumes-and-issues/408-29
"November 2016, issue 28",/journal/216/volumes-and-issues/408-28,https://link.springer.com/journal/216/volumes-and-issues/408-28
